question,document_id
A visszaigazoló emailben benne lesz a házhozszállítás díja?,faq_517
Mikor esedékes a bérleti díj kifizetése?,faq_513
A kastély bérleti díját mikor kell befizetni?,faq_513
"Kell-e előre fizetni a bérleti díjat, vagy az átvételkor?",faq_513
"A bérleti díjat készpénzben, mikor kell rendezni?",faq_513
Mikor és milyen módon kell megfizetni a kastély bérleti díját?,faq_513
"Ha nem sikerül megegyezni a bérbeadóval, mit tehet a bérlő?",faq_520
"Milyen lehetőségei vannak a Lessee-nek, ha a vitát nem oldják meg tárgyalással a Lessorral?",faq_520
"Ha a vita nem rendeződik egyeztetéssel, hova fordulhat a bérlő panasszal?",faq_520
"Mit tehetek, ha a bérbeadóval folytatott tárgyalások nem vezetnek eredményre?",faq_520
"Lehet fogyasztóvédelmi hatósághoz vagy békéltető testülethez fordulni, ha nincs megoldás a vitára a bérbeadóval?",faq_520
"Mennyibe kerül, ha kérem a kiszállítást, telepítést, bontást és visszaszállítást is?",faq_519
"Ha kérném a szállítást, felállítást, lebontást meg a visszaszállítást, azt hogyan számolják fel?",faq_519
"A házhozszállítási díj hozzáadódik a rendeléshez, ha kérem a kiszállítást és telepítést is?",faq_519
"Mi van akkor, ha a bérlő kéri a kiszállítást, telepítést, bontást és visszavételt?",faq_519
"Lehet-e előre egyeztetve a kiszállítás, telepítés, lebontás és visszaszállítás díját a rendeléshez adni?",faq_519
"Ha megsértették a jogaimat, hova fordulhatok jogorvoslatért?",faq_522
Where can I file a complaint or sue if my rights were violated?,faq_522
"Milyen bírósághoz kell fordulni, ha a szolgáltató megsérti a jogaimat?",faq_522
Can I take the Service Provider to court if I think my rights have been violated?,faq_522
"If my rights were breached, which court hears the case and how do I start legal action?",faq_522
"Ha megsértették a jogaimat, hol tudok jogorvoslatot kérni?",faq_523
"Hová fordulhatok, ha úgy érzem, hogy sérültek a jogaim?",faq_523
"Lehet-e pert indítani a Szolgáltató ellen, ha jogsérelem ért?",faq_523
Melyik bírósághoz kell fordulni jogorvoslatért ilyen esetben?,faq_523
"Ha a jogaim sérültek, törvényszéken kell eljárni?",faq_523
"What happens if I ask for delivery, installation, dismantling, and return transport?",faq_518
"Will the cost of delivery, setup, takedown, and return shipping be added to my order?",faq_518
"If I request all the transport and installation services, how is the fee charged?",faq_518
"Are delivery, installation, dismantling, and pickup/return fees included in the order total?",faq_518
"How much do I pay if I want delivery, installation, disassembly, and return transport?",faq_518
"Hova írhatok, ha kérdésem vagy észrevételem van az adatkezeléssel kapcsolatban?",faq_524
Milyen email címen tudom megkeresni Önöket adatkezelési kérdésekben?,faq_524
"Kihez fordulhatok, ha van valami kérdésem vagy kommentem az adatkezeléssel kapcsolatban?",faq_524
Hol tudok kapcsolatba lépni az adatkezeléssel kapcsolatos ügyek miatt?,faq_524
Adatkezeléssel kapcsolatos kérdés esetén melyik e-mail címen lehet elérni a szolgáltatót?,faq_524
"Hova írhatok, ha kérdésem van az adatkezeléssel kapcsolatban?",faq_525
Melyik e-mail címen tudom jelezni az adatkezeléssel kapcsolatos észrevételeimet?,faq_525
"Kit kereshetek, ha adatkezelésről szeretnék érdeklődni?",faq_525
Hol tudom felvenni a kapcsolatot az adatkezeléssel kapcsolatos kérdésekkel?,faq_525
foglalas@ugraloberles.hu ez az e-mail az adatkezelési ügyekhez?,faq_525
"Ha nem sikerül megegyezni a Bérbeadóval, hova fordulhatok Bérlőként?",faq_521
"Mi a teendő, ha a Bérbeadóval folytatott tárgyalás nem vezet eredményre?",faq_521
Milyen jogorvoslati lehetősége van a Bérlőnek vita esetén a Bérbeadóval szemben?,faq_521
"Panaszt tehetek valahol, ha a bérbeadóval nem oldódik meg a vita?",faq_521
"Mit lehet tenni, ha a bérbeadóval nem sikerül rendezni a jogvitát, van békéltető testület vagy hatóság?",faq_521
"Milyen adatokat kell megadnom, ha közvetlen banki átutalással szeretnék fizetni?",faq_528
What bank transfer details do I need for direct payment?,faq_528
"Hova utaljak, és mi a kedvezményezett neve és számlaszáma?",faq_528
"Ha átutalással fizetek, milyen bankszámlaadatokat kérnek?",faq_528
Direct bank transferhez milyen név és számlaszám kell?,faq_528
Hol tudok panaszt benyújtani az adatkezeléssel kapcsolatban?,faq_526
"Hova fordulhatok, ha adatkezelési panaszt akarok tenni?",faq_526
Melyik hatóságnál lehet bejelenteni az adatkezeléssel kapcsolatos problémát?,faq_526
NAIH-hoz hogyan lehet panaszt benyújtani adatkezelés miatt?,faq_526
"Ha adatvédelemmel kapcsolatban szeretnék panaszt tenni, hova kell írnom vagy mennem?",faq_526
"Hová tudok fordulni, ha adatkezeléssel kapcsolatban panaszom van?",faq_527
"Kihez lehet bejelentést tenni, ha problémám van az adatkezeléssel?",faq_527
Adatvédelmi panasszal melyik hatósághoz fordulhatok?,faq_527
Hova vihetem az adatkezeléssel kapcsolatos panaszaimat?,faq_527
"Ha gondom van az adataim kezelésével, melyik hivatalnál tudok panaszkodni?",faq_527
"Mikor kötelező jogszabály alapján a megadott adatok kezelése, tárolása vagy továbbítása?",faq_530
"Milyen esetben írja elő a törvény a megadott adatok feldolgozását, tárolását vagy elküldését?",faq_530
Lehet-e a megadott adataimat jogszabály miatt kötelezően kezelni vagy továbbítani?,faq_530
Mikor válik kötelezővé a benyújtott adatok tárolása és átadása a jogszabály szerint?,faq_530
"Melyik esetekben teszi a jogszabály kötelezővé a megadott adatok kezelését, tárolását vagy továbbítását, és erről kapok külön értesítést?",faq_530
"Milyen adatokat kell megadnom, ha közvetlen banki átutalással fizetek?",faq_529
Közvetlen banki utalásnál mi a kedvezményezett neve és számlaszáma?,faq_529
"Ha átutalással szeretnék fizetni, milyen banki adatokat kell írnom?",faq_529
"Hova utaljak, ha közvetlen banki átutalással rendezném a fizetést?",faq_529
Mi a Stonetex Kft. bankszámlaszáma közvetlen átutaláshoz?,faq_529
Mikor lehet kötelező jogszabály alapján kezelni vagy tárolni az általam megadott adatokat?,faq_531
"Milyen esetekben írhatja elő törvény a megadott adataim kezelését, tárolását vagy továbbítását?",faq_531
"Előfordulhat, hogy a megadott adataim egy részét jogszabály miatt kötelezően kezelik?",faq_531
Mikor kötelező a megadott adatok továbbítása vagy tárolása valamilyen jogi előírás alapján?,faq_531
"Melyik esetben kell a megadott adatokat jogszabály miatt kezelni, és erről kapok-e külön értesítést?",faq_531
Milyen állapotban kell átvennem az ugrálóvárat a pickupnál?,faq_534
Átvételkor mire kell figyelni az ugrálóvár állapotánál?,faq_534
Az ugrálóvárat csak tisztán és sértetlenül lehet átvenni?,faq_534
"Hogyan adják át az ugrálóvárat, és milyen állapotban kell lennie?",faq_534
Mit ellenőriznek az ugrálóvár átvételekor?,faq_534
What do I need to do if I give Gowinday Kft. someone else’s personal data?,faq_532
"If I submit another person's info to Gowinday Kft., whose responsibility is it to get consent?",faq_532
Do I have to ask permission before providing a third party’s personal data to Gowinday Kft.?,faq_532
Who is responsible for obtaining consent when someone else's personal data is shared with Gowinday Kft.?,faq_532
"Ha más valaki adatait adom meg a Gowinday Kft.-nek, nekem kell beszereznem az illető hozzájárulását?",faq_532
Milyen állapotban adják át a berendezést?,faq_536
A bérbeadó milyen állapotban adja át az eszközöket?,faq_536
Working conditionben kapom meg a gépeket?,faq_536
Az eszközök átadása működő állapotban történik minden alkalommal?,faq_536
A Lessor mindig működőképes állapotban adja át a felszerelést?,faq_536
"Mi a teendő, ha nem a saját adataimat adom meg a Gowinday Kft.-nek?",faq_533
"Kell-e hozzájárulás, ha valaki más személyes adatait adom meg a Gowinday Kft. részére?",faq_533
"Mit kell tenni, ha nem a saját személyes adatok kerülnek megadásra a Gowinday Kft.-nél?",faq_533
"Ha más ember adatait adom meg, azt előtte engedélyeztetni kell?",faq_533
"Kinek a felelőssége beszerezni a hozzájárulást, ha nem saját adatokat adunk meg a Gowinday Kft. számára?",faq_533
Milyen állapotban kell átvenni az ugrálóvárat átvételkor?,faq_535
"Az ugrálóvárnak milyennek kell lennie, amikor átveszem?",faq_535
Átvételkor mire kell figyelni az ugrálóvár állapotánál?,faq_535
Tiszta és sérülésmentes kell legyen az ugrálóvár az átadáskor?,faq_535
"Milyen állapotban adják át az ugrálóvárat, és mit kell ellenőrizni?",faq_535
Mi a bérlő feladata az átvett eszközökkel kapcsolatban?,faq_539
Mit kell tennie a Bérlőnek a kapott eszköz állapotának megőrzése érdekében?,faq_539
Hogyan köteles használni a bérlő az átadott eszközöket?,faq_539
Milyen felelőssége van a bérlőnek a részére átadott eszközökkel kapcsolatban?,faq_539
"A bérlőnek hogyan kell vigyáznia az átvett eszközökre, és mire használhatja őket?",faq_539
Milyen állapotban adja át a bérbeadó az eszközöket?,faq_537
A bérelt eszközök működőképes állapotban vannak átadva?,faq_537
"Hogyan adja át a Bérbeadó a berendezéseket, jó állapotban vannak?",faq_537
Az eszközök átadáskor működnek rendesen?,faq_537
Milyen állapotban kapom meg a bérelt eszközöket?,faq_537
What does the renter have to do with the equipment after it's handed over?,faq_538
Is the renter responsible for keeping the rented equipment in good condition?,faq_538
What are the renter’s obligations regarding the equipment they receive?,faq_538
Does the renter need to use the handed-over equipment only for its intended purpose?,faq_538
How is the renter supposed to handle and care for the equipment provided to them?,faq_538
Milyen állapotban kapom meg a bérelt eszközöket?,faq_541
A bérbeadó milyen állapotban adja át a bérleti eszközöket?,faq_541
Üzemképesen és tisztán adják át a bérelt eszközöket?,faq_541
Milyen állapotú eszközöket kell átadnia a bérbeadónak a szerződés szerint?,faq_541
A szállítólevélen szereplő bérleti eszközök milyen kondícióban kerülnek átadásra?,faq_541
What do I confirm when I sign the delivery note?,faq_542
"By signing the handover note, what am I agreeing to about the equipment?",faq_542
What is the renter acknowledging on the delivery note?,faq_542
Does signing the delivery slip mean I accept that the items were received in good condition?,faq_542
"When I sign for the gear, what responsibility am I taking on?",faq_542
Milyen állapotban adja át a bérbeadó a bérelt eszközt?,faq_540
A Lessor milyen kondícióban adja át a rental equipment-et?,faq_540
A bérbeadó tisztán és működőképesen adja át a bérleményt?,faq_540
Milyen állapotban kell lennie a kiadott bérelt felszerelésnek az átadáskor?,faq_540
"A szerződés szerint a bérbeadó hogyan adja át az eszközt, működőképesen vagy hibásan?",faq_540
Mit nyilatkozik a Bérlő az Általános Szerződési Feltételekről és a berendezés használatáról?,faq_544
What does the renter say about the terms and conditions and using the equipment?,faq_544
A Bérlő elfogadja az ÁSZF-et és ismeri a gép kezelését?,faq_544
What is the renter's declaration regarding the General Terms and Conditions and the equipment operating instructions?,faq_544
"Does the renter confirm they read the terms, know how the equipment works, and watched the instruction video?",faq_544
"Mit jelent, ha a Bérlő aláírja a szállítólevelet?",faq_543
A szállítólevél aláírásával mit ismer el a bérlő?,faq_543
Mit igazol a Bérlő a szállítólevél aláírásakor a kapott eszközökről?,faq_543
"Mire vállal felelősséget a Bérlő, ha aláírja a Szállítólevelet?",faq_543
A szállítólevél aláírása mit bizonyít az átvett eszközök állapotáról?,faq_543
Milyen adatokat kell kitöltenem az üzenetküldésnél?,faq_547
"Mit kell megadni, ha üzenetet akarok küldeni?",faq_547
Milyen mezők vannak az üzenetküldő űrlapon?,faq_547
Üzenetküldéshez milyen adatokat kértek el?,faq_547
"Kell név, email meg telefonszám is az üzenethez?",faq_547
"Milyen adatokat kell megadnom, ha üzenetet akarok küldeni?",faq_546
What info do I need to fill in to send a message?,faq_546
Milyen mezők kötelezők az üzenetküldésnél?,faq_546
"Do I have to provide my name, email and phone number to send a message?",faq_546
What do I need to enter in the contact form before I can submit it?,faq_546
Mit kell a bérlőnek nyilatkoznia az Általános Szerződéses Feltételekről és az eszköz használatáról?,faq_545
A bérlő mit ismer el a szerződésben az ÁSZF-fel és a gép kezelésével kapcsolatban?,faq_545
Mit mond ki a bérlő az általános szerződési feltételekről és az eszköz működéséről?,faq_545
Mit kell tudnia és elfogadnia a bérlőnek az eszköz használatához?,faq_545
"A bérlőnek milyen nyilatkozatot kell tennie az ÁSZF-ről, az eszköz kezeléséről és az oktató videóról?",faq_545
"Mi az email címük és a pontos cím, ha szeretnék kapcsolatba lépni veletek?",faq_548
"Hova tudok írni, és mi a helyszíni címetek?",faq_548
Milyen e-mail címen és milyen címen érhetlek el titeket?,faq_548
Kellene az elérhetőség: email és postai cím is megvan?,faq_548
"Csak a kontakt kéne, hol tudok írni nektek és mi a címetek?",faq_548
"Mi az e-mail címük és a címük, ha fel akarom venni Önökkel a kapcsolatot?",faq_549
"Hol tudok írni Önöknek, és mi a pontos címük?",faq_549
Kérem az elérhetőségüket: e-mail cím és postai cím,faq_549
Melyik e-mail címen és címen lehet kapcsolatba lépni veletek?,faq_549
Tudnátok megadni a kontakt e-mailt és a székhely/címet?,faq_549
Kötelező megadni a telefonszámomat?,faq_552
Muszáj telefonszámot megadni a regisztrációhoz?,faq_552
Adhatok meg telefonszám nélkül is adatokat?,faq_552
A phone number megadása kötelező vagy opcionális?,faq_552
"Kell telefonszámot írnom, vagy ez nem szükséges?",faq_552
"Milyen telefonszámon tudom elérni a bérléssel kapcsolatban, és mikor lehet hívni?",faq_550
"Mi a telefon szám, ha az ugrálóvár bérlésről érdeklődnék, és milyen időszakban érhetőek el?",faq_550
"Can I call about the rental, and if so what's the number and the opening hours?",faq_550
"Mikor lehet telefonálni az ugrálóvár bérlés ügyében, és mi a számuk?",faq_550
Hány órától hány óráig lehet hívni a bérléssel kapcsolatos telefonszámot?,faq_550
Can the fine be waived if the business acted unlawfully?,faq_554
Is there any way to avoid the penalty for unlawful business conduct?,faq_554
Do authorities have discretion to cancel the fine in case of illegal business activity?,faq_554
"If a company breaks the law, can the fine be forgiven or reduced?",faq_554
"Van-e lehetőség elengedni a bírságot, ha a vállalkozás jogsértően működik?",faq_554
Kötelező megadnom a telefonszámomat?,faq_553
Muszáj megadni a telefon számot a regisztrációnál?,faq_553
Nem lehet telefonszám nélkül kitölteni?,faq_553
A telefonszám megadása kötelező vagy opcionális?,faq_553
"Kell telefonszámot írnom, vagy az nem szükséges?",faq_553
"El lehet-e tekinteni a bírságtól, ha a vállalkozás jogsértést követ el?",faq_555
"Van esély arra, hogy ne szabjanak ki bírságot jogsértő vállalkozói magatartás esetén?",faq_555
"Kihagyható a büntetés, ha a cég szabályt sért?",faq_555
"Lehet-e mellőzni a bírságot, ha egy vállalkozás jogellenesen jár el?",faq_555
Mentesülhet a vállalkozás a bírság alól jogsértés esetén?,faq_555
"Milyen számon tudom elérni a bérléssel kapcsolatban az ügyfélszolgálatot, és mikor lehet hívni?",faq_551
"Mi a telefonszám a bérléssel kapcsolatban, illetve milyen időszakban vagytok elérhetőek?",faq_551
"Bérléssel kapcsolatos ügyben melyik telefonszámot kell hívni, és hétköznap mikor vagytok bent?",faq_551
"Hogy tudok telefonon érdeklődni a bérlésről, és meddig lehet hívni hétfőtől péntekig?",faq_551
"Melyik telefonszámon lehet elérni a bérléssel foglalkozó kollégákat, és mi a nyitvatartásuk?",faq_551
What is the penalty for a non-SME with annual net revenue over HUF 100 million?,faq_556
How much can a non-small business be fined if its yearly net revenue is above HUF 100 million?,faq_556
"For companies with annual net revenue exceeding HUF 100 million, what fine amount applies?",faq_556
What’s the max fine for a non-SME earning more than HUF 100 million a year?,faq_556
"If a business is not an SME and has over HUF 100 million in annual net revenue, what fine could it get?",faq_556
"Mekkora bírságra számíthat egy KKV, ha megszegi az együttműködési kötelezettséget?",faq_558
What is the penalty for an SME if it fails to cooperate?,faq_558
How much can a small or medium-sized business be fined for breaching the duty to cooperate?,faq_558
KKV-k esetén mennyi az együttműködési kötelezettség megszegéséért kiszabható bírság?,faq_558
What fine range applies to SMEs that do not comply with the duty to cooperate?,faq_558
"Mennyi bírságot kaphat egy KKV, ha nem tartja be az együttműködési kötelezettséget?",faq_559
"Kis- és középvállalkozásként mekkora pénzbüntetésre számíthatok, ha megszegem az együttműködési kötelezettséget?",faq_559
Mekkora az együttműködési kötelezettség megszegéséért kiszabható bírság KKV-knál?,faq_559
"KKV esetén mennyi lehet a büntetés, ha nem működik együtt a cég?",faq_559
"Ha egy kis- vagy középvállalkozás megsérti az együttműködési kötelezettséget, akkor mekkora a bírság összege?",faq_559
A szerződés írásos formában van és később vissza lehet nézni?,faq_561
"Meg lehet utólag tekinteni a szerződést, vagy nincs hozzáférés később?",faq_561
"Ez írásbeli szerződésnek számít, és elérhető marad utólag?",faq_561
A szerződést be lehet majd iktatni és később megtekinteni?,faq_561
"A kontraktus magyar nyelvű, de utólag vissza lehet keresni vagy megnézni?",faq_561
"A bérleti szerződés írásos szerződésnek számít, és később meg tudom nézni?",faq_560
"Meg lehet tekinteni utólag a szerződést, vagy nincs archiválva?",faq_560
"A szerződés írásban készül, vagy csak magyar nyelvű és nem visszakereshető?",faq_560
"Le lehet valahol kérni később a bérleti szerződést, ha már megkötöttük?",faq_560
"A kontrakt írásosnak minősül, és elérhető marad későbbre is?",faq_560
"A bérbeadó köteles kiadni a berendezést, vagy visszaléphet a szerződéstől?",faq_562
"Meddig állhat el egyoldalúan a bérbeadó a bérleti szerződéstől, mielőtt aláírják az átadási jegyzőkönyvet?",faq_562
"A bérbeadó muszáj bérbe adnia az eszközt, vagy nem kötelező neki?",faq_562
"Addig mondhatja vissza a bérbeadó a szerződést, amíg nincs aláírva a Delivery Note?",faq_562
"Kötelezi valami a lessort arra, hogy kiadja a berendezést, vagy az átadás előtt még elállhat?",faq_562
"A bérbeadót rá lehet kényszeríteni, hogy kiadja a lakást?",faq_563
"Elállhat-e a bérbeadó a szerződéskötéstől, és meddig teheti meg ezt?",faq_563
Kötelezhető a tulajdonos bérbeadásra vagy nemet mondhat az utolsó pillanatban is?,faq_563
"Meddig léphet vissza a bérbeadó a megállapodástól, a szállítólevél aláírásáig?",faq_563
A bérbeadó visszamondhatja a bérbeadást a Szállítólevél előtt?,faq_563
Is the lessor liable if an email provider blocks or loses the booking email and it causes an error or damage?,faq_564
Who is responsible when a booking mistake happens because an email was not delivered due to provider issues?,faq_564
Can I claim compensation from the lessor for damages caused by undelivered emails from an email service error?,faq_564
"If my booking email never arrives because of an email provider problem, is the lessor at fault?",faq_564
Does the lessor have any responsibility for booking errors caused by emails that weren’t delivered because of an e-mail provider error?,faq_564
When does my booking become final?,faq_566
Is the reservation final before the deposit is paid?,faq_566
At what point is the booking confirmed as final?,faq_566
When is a booking considered complete and final?,faq_566
Does the booking only count as final after the deposit is received?,faq_566
"Mekkora bírságra számíthat egy nem KKV, ha az éves nettó árbevétele meghaladja a 100 millió forintot?",faq_557
"Mi a bírság mértéke egy olyan vállalkozásnál, amely nem kis- és középvállalkozás és 100 millió feletti az éves nettó árbevétele?",faq_557
"Ha egy cég nem kkv, és 100 millió forintnál nagyobb az éves nettó árbevétele, mekkora pénzbüntetést kaphat?",faq_557
"Mennyi lehet a büntetés egy 100 millió feletti árbevételű, nem kisvállalkozás esetén?",faq_557
"Nem KKV esetén, 100 milliós éves nettó árbevétel fölött, mi a kiszabható bírság minimuma és maximuma?",faq_557
"If multiple people order the same equipment at once, who gets listed as the customer?",faq_568
Who is recorded as the customer when several people place the same equipment order at the same time?,faq_568
"In a simultaneous order by multiple people, whose name does the Lessor use as the customer?",faq_568
Who does the lessor record as customer if the first approval email is sent by someone in a group order?,faq_568
"If more than one person orders the same gear together, who is considered the customer?",faq_568
Mikor válik véglegessé a foglalás?,faq_567
"A foglalás akkor végleges, ha befizettem a kauciót?",faq_567
Mikor tekinti a bérbeadó véglegesnek a foglalást?,faq_567
"Elég a foglalás leadása, vagy kell még a kaució is a véglegesítéshez?",faq_567
"Mikor lesz végleges a foglalás, miután megérkezik a kaució összege?",faq_567
"Ki lesz a megrendelő, ha többen egyszerre rendelik meg ugyanazt az eszközt?",faq_569
"Ha párhuzamosan több ember is ugyanazt az eszközt kéri, kit rögzítenek megrendelőnek?",faq_569
Többen is ugyanazt az eszközt rendelnék egyszerre — ilyenkor ki lesz a megrendelő?,faq_569
"Amikor egyszerre több jóváhagyó e-mail érkezik ugyanarra az eszközre, hogyan döntik el, ki a megrendelő?",faq_569
"Ha ugyanazt az eszközt többen is megrendelik egyidőben, az első e-mail feladója lesz a megrendelő?",faq_569
A szolgáltató felel a rosszul kiírt árakért?,faq_570
"Mi van, ha el van írva az ár a honlapon?",faq_570
Vállal-e felelősséget a szolgáltató a hibásan megjelenített árakért?,faq_570
"Ha téves ár látszik az oldalon, az kötelezi a szolgáltatót?",faq_570
Az internetes árazási hiba miatt a szolgáltató felelősségre vonható?,faq_570
Vállal felelősséget a szolgáltató a weboldalon elírt vagy hibás árakért?,faq_571
"Mi történik, ha a honlapon rosszul van feltüntetve az ár, felel ezért a szolgáltató?",faq_571
A szolgáltató felel a nyilvánvalóan hibás árkijelzésért az oldalon?,faq_571
"Ha egy termék ára tévesen jelenik meg a webshopban, az a szolgáltató felelőssége?",faq_571
"Hibás ár esetén lehet-e a szolgáltatót hibáztatni, vagy nem vállal érte felelősséget?",faq_571
Milyen ár számít nyilvánvalóan hibásnak a honlapon?,faq_572
Mit tekintetek egyértelműen rosszul feltüntetett árnak?,faq_572
Például a 0 Ft-os ár is hibásan kiírt árnak számít?,faq_572
"Ha a kedvezmény mértéke rosszul van feltüntetve, az is nyilvánvalóan hibás ár?",faq_572
Mikor mondható egy webshopban megjelenített ár nyilvánvalóan tévesnek?,faq_572
"Milyen árak érvényesek a rendelés leadásakor, és benne van az ÁFA is?",faq_575
"A weboldalon látható árak a rendelés idején érvényesek, ugye? Bruttó árak ezek?",faq_575
"Az oldalon feltüntetett árak tartalmazzák a 0% ÁFÁ-t, vagy nettó árak?",faq_575
"Rendeléskor az aktuális honlapi ár számít, és az ÁFA is benne van?",faq_575
"Melyik árat kell figyelembe venni a rendelésnél, és az árak ÁFA-val együtt vannak megadva?",faq_575
"Mely árak érvényesek a rendelés leadásakor, és tartalmazzák az áfát is?",faq_574
"A weboldalon látható árak a megrendeléskor érvényesek? Bruttó árak ezek, vagy nettó?",faq_574
Rendelésnél az aktuális honlapi ár számít? Az árak 0% ÁFÁ-sak?,faq_574
"A feltüntetett árak változhatnak rendelés közben, vagy a weboldalon szereplő ár az érvényes?",faq_574
"Az oldalon megadott árak bruttóban értendők, és van rajtuk áfa, ugye?",faq_574
Lehet javítani az adatbeviteli hibákat?,faq_577
Van mód az adatbeviteli tévedések korrigálására?,faq_577
"Hogy lehet kijavítani, ha rosszul vittük be az adatokat?",faq_577
Az adatbeviteli hibák javítására van valamilyen lehetőség?,faq_577
"Mi a teendő adatbeviteli hiba esetén, lehet ezt javítani?",faq_577
Can the landlord share my data with third parties?,faq_578
Does the lessor pass the lessee's personal data on to anyone else?,faq_578
Will my information be transferred to third parties by the lessor?,faq_578
Is the Lessor allowed to give the Lessee's data to other companies?,faq_578
Does the landlord send my data to 3rd parties?,faq_578
How can I fix a data entry mistake?,faq_576
Is there a procedure for correcting input errors?,faq_576
What should I do if I entered something wrong in the data?,faq_576
Can data entry errors be corrected somehow?,faq_576
The FAQ mentions correcting data entry mistakes—how does that work?,faq_576
Átadhatja a bérbeadó a bérlő adatait másnak?,faq_579
Kiadja-e a Bérbeadó a Bérlő személyes adatait harmadik fél részére?,faq_579
A bérlő adatai továbbadhatók harmadik félnek a bérbeadó által?,faq_579
Megoszthatja a landlord a bérlő adatait külső féllel?,faq_579
A Bérbeadó átadja valamilyen harmadik félnek a Bérlő adatait?,faq_579
"Mit jelent az, hogy nyilvánvalóan hibás ár a weboldalon?",faq_573
Milyen ár számít egyértelműen tévesen feltüntetett árnak?,faq_573
Például a 0 Ft-os ár vagy a rosszul megadott kedvezményes ár hibásnak számít?,faq_573
"Honnan lehet tudni, hogy egy webshopban kirakott ár nyilvánvalóan el van írva?",faq_573
"Mi tartozik a nyilvánvalóan hibás árak közé, mondjuk ha rossz kedvezményt írnak ki?",faq_573
"Felel a bérbeadó, ha az email szolgáltató hibája miatt nem kézbesül egy levél?",faq_565
"Mi történik, ha a foglalási email nem érkezik meg az e-mail szolgáltató hibája miatt, vállal ezért felelősséget a Bérbeadó?",faq_565
Az e-mail rendszer hibájából el nem küldött vagy ki nem kézbesített levelek miatt a Bérbeadó felelős?,faq_565
"Ha az email szolgáltató hibázik és emiatt foglalási hiba lesz, az a Bérbeadót terheli?",faq_565
"Vállal-e a Bérbeadó kártérítést, ha a levelek nem mennek át az e-mail szolgáltató hibája miatt?",faq_565
Can I repair the rented equipment myself if it gets damaged?,faq_582
Am I allowed to modify or alter the rented equipment while I'm renting it?,faq_582
Is the renter permitted to fix the equipment on their own?,faq_582
Can I make any changes or repairs to the rented gear?,faq_582
May the hired equipment be repaired or adjusted by the renter?,faq_582
Mi történik a rögzített adatokkal a bérleti időszak rendes lejárta után?,faq_580
"A bérlet lejárása után megmaradnak a felvett adatok, vagy törlik őket?",faq_580
What does the lessor do with recorded data once the rental ends normally?,faq_580
"After the rental is over, are the recorded data destroyed or kept by the landlord?",faq_580
Normál lezárás után mi lesz a felvételekkel/adatokkal a bérlésből?,faq_580
A bérlő átalakíthatja a bérelt eszközt?,faq_583
Javíthatja-e a Bérlő a bérelt eszközt saját maga?,faq_583
"Lehet módosítani a bérelt eszközt, ha nálunk van bérletben?",faq_583
A bérelt eszközön végezhet a bérlő javítást vagy átalakítást?,faq_583
A Bérlő megjavíthatja vagy átszerelheti a bérelt cuccot?,faq_583
Mi lesz a rögzített adatokkal a bérleti időszak rendes lezárása után?,faq_581
"A bérlet lejárta után megsemmisítik az adatokat, vagy a Bérbeadó megtarthatja őket?",faq_581
Rendes lezárás után mi történik a felvett adatokkal?,faq_581
A bérleti időszak vége után a Bérbeadó törli az adatokat vagy használhatja tovább saját célra?,faq_581
"Lejárás után a rögzített adatok megsemmisülnek, vagy a tulaj kezelheti és tárolhatja őket?",faq_581
What do I do if the rented equipment breaks or gets damaged?,faq_584
"If the rental item is broken or damaged, who do I need to contact?",faq_584
How should I report damage or a malfunction in the rented equipment?,faq_584
What is the process when the rented equipment malfunctions during my rental?,faq_584
"Ha az eszköz meghibásodik vagy megsérül, hova kell jeleznem?",faq_584
"Mit kell tennem, ha a bérelt eszköz elromlik vagy megsérül?",faq_585
"Hova kell jeleznem, ha gond van a bérelt eszközzel, pl. meghibásodás vagy sérülés?",faq_585
"Mi az eljárás, ha a bérbe vett eszköz megsérül vagy nem működik?",faq_585
"Kell-e írásban jelezni a hibát, ha a bérelt eszköz meghibásodik?",faq_585
"Ki felé és milyen módon kell jelezni, ha a bérelt eszköz megsérül?",faq_585
"If the rented equipment is damaged because of the renter, who has to pay for the repairs?",faq_586
Who covers repair costs when the damage was the renter’s fault?,faq_586
Does the renter need to pay if the rented item breaks due to their own mistake?,faq_586
"If I damage the rented equipment, am I responsible for the repair bill?",faq_586
"Ki fizeti a javítás költségét, ha a bérelt eszköz a bérlő hibájából sérül meg?",faq_586
Milyen adatokat kell megadni online rendelésnél vagy ügyintézésnél?,faq_589
Online rendeléshez milyen személyes adatokat kérnek?,faq_589
"Milyen adatokat kezelnek, ha online akarok rendelni vagy ügyet intézni?",faq_589
"Kell-e név, cím, telefonszám és e-mail online ügyintézéshez?",faq_589
Mit kérnek el online vásárlásnál/rendelésnél: milyen adatok szükségesek?,faq_589
Milyen adatokat kérnek az online rendelésekhez és az online ügyintézéshez?,faq_588
What personal info do they need for online orders or online administration?,faq_588
Online rendelésnél milyen adatokat kell megadni?,faq_588
Milyen adatok feldolgozására kerül sor az online adminisztráció során?,faq_588
"Mit kérnek be név, cím, telefonszám és e-mail mellett az online vásárláshoz?",faq_588
"Mi történik, ha az időjárás nem teszi lehetővé a biztonságos használatot?",faq_592
What happens if the weather is unsafe for operation?,faq_592
"Ha rossz az idő, akkor mi lesz a kiszállítással?",faq_592
Does the delivery fail automatically if the weather isn’t safe?,faq_592
What if the weather doesn't allow safe use of the bouncy castle?,faq_592
